complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,distinct_called_numbers,age_group,tariff_plan,status,customer_value,cluster
0,19.0,0,750,20,3.0,2,2,1,804.15,0
0,37.0,0,2453,60,24.0,3,1,1,1536.52,1
0,42.0,2,598,14,8.0,5,1,1,37.68,1
1,35.0,0,295,4,13.0,2,1,2,76.455,0
0,35.0,0,1910,47,20.0,3,1,2,238.28,0
0,35.0,0,1345,22,16.0,3,1,1,1066.68,0
0,37.0,0,1683,47,33.0,1,1,1,95.15,0
0,39.0,0,2158,56,11.0,3,1,1,1468.56,1
0,38.0,0,2115,36,18.0,3,1,1,1218.04,1
1,40.0,9,10515,95,46.0,5,1,1,175.65,3
0,35.0,9,10560,91,39.0,5,1,1,170.265,3
0,38.0,0,1760,29,3.0,3,1,1,1127.56,0
0,35.0,0,13593,161,39.0,3,1,1,550.16,2
1,37.0,0,1338,18,4.0,4,1,2,76.4,0
0,15.5,3,3078,49,17.0,3,1,1,237.08,1
0,26.0,0,585,19,3.0,2,1,2,27.18,0
0,40.0,1,2800,23,9.0,3,1,1,1815.735625,1
0,33.0,1,6975,98,25.0,5,1,1,140.595,1
0,39.0,1,6275,82,28.0,3,1,1,1010.28,1
0,25.0,1,14127,198,68.5,2,1,1,716.4,2
0,40.0,4,5420,99,42.0,3,1,1,340.76,3
0,34.0,1,2438,54,29.0,1,1,1,175.56,0
0,41.0,1,4695,91,30.0,3,1,1,243.44,1
1,34.0,0,2493,48,29.0,3,1,2,225.64,0
0,25.0,0,1453,33,64.0,4,1,1,37.15,0
0,34.0,0,13693,167,40.0,3,1,1,554.4,2
0,37.0,0,7508,127,43.0,2,1,1,1815.735625,2
0,38.0,0,4180,70,14.0,3,1,1,170.0,0
0,36.0,2,3380,63,38.0,2,1,1,1036.935,1
0,32.0,0,13513,159,38.0,3,1,1,546.88,2
0,37.0,0,7263,124,43.0,2,1,1,1815.735625,2
0,37.0,3,7145,124,38.0,2,2,1,1596.105,1
0,19.0,1,2405,37,14.0,2,1,1,271.89,0
0,22.0,2,6392,147,43.0,2,2,1,712.755,2
0,33.0,0,8750,112,39.0,3,1,1,882.48,2
0,26.0,0,1425,20,18.0,4,1,2,141.125,0
0,37.0,0,4775,76,15.0,2,1,1,321.795,0
0,28.0,0,1730,26,20.0,4,1,2,166.4,0
0,15.5,4,2978,43,16.0,3,1,1,228.84,1
0,18.0,0,1505,25,11.0,2,1,1,154.35,0
1,33.0,0,1145,48,20.0,2,1,2,166.185,0
0,15.5,0,3970,28,4.0,2,1,1,971.91,0
0,25.0,0,305,6,2.0,4,1,2,50.275,0
0,22.0,0,805,20,7.0,1,1,1,45.375,0
0,41.0,2,823,18,9.0,5,1,1,45.615,1
0,40.0,2,3590,34,13.0,3,1,1,1815.735625,1
0,36.0,1,2955,27,13.0,3,1,1,119.28,0
0,30.0,2,14127,198,68.5,2,1,1,728.64,2
0,32.0,3,14127,198,68.5,2,1,1,774.135,2
0,35.0,0,14127,179,28.0,2,1,1,1354.68,2
1,15.5,1,1487,19,7.0,3,1,1,60.24,0
0,36.0,0,3908,83,31.0,2,1,1,229.095,0
0,31.0,0,14127,174,24.0,2,1,1,1285.83,2
0,32.0,0,840,41,13.0,2,1,2,39.645,0
0,36.0,3,938,14,17.0,5,1,1,51.78,1
0,34.0,0,0,0,0.0,2,1,2,0.0,0
0,40.0,2,3155,30,10.0,3,1,1,1815.735625,1
0,38.0,0,710,11,2.0,2,1,2,68.445,0
0,28.0,0,6300,83,15.0,4,1,1,159.575,0
0,15.5,0,1390,14,11.0,2,1,1,121.68,0
1,40.0,0,2348,46,35.0,3,1,2,271.76,0
0,46.0,2,4763,82,43.0,1,1,1,392.975,1
0,20.0,1,8932,177,41.0,5,1,1,258.135,2
0,40.0,1,2453,61,35.0,2,1,1,144.63,1
0,26.0,0,3415,61,21.0,3,1,1,167.04,0
0,16.0,3,2853,45,19.0,3,2,1,239.92,1
0,40.0,0,4145,67,19.0,2,1,1,225.54,0
0,15.5,0,1275,14,8.0,2,1,1,58.005,0
0,35.0,2,7090,103,24.0,5,1,1,139.395,1
0,20.0,0,1308,29,62.0,4,1,1,70.925,0
0,42.0,3,723,12,8.0,5,1,1,42.525,1
0,28.0,3,14127,198,68.5,2,1,1,747.81,2
1,31.0,0,2268,38,30.0,3,1,2,196.24,0
0,37.0,0,1780,49,19.0,3,1,2,217.16,0
0,33.0,0,2085,25,9.0,2,1,2,94.95,0
0,34.0,0,11045,142,41.0,3,1,1,447.48,2
0,15.5,2,4650,50,16.0,3,1,1,1108.0,1
0,37.0,0,1370,40,7.0,3,1,2,152.4,0
0,31.0,0,780,27,11.0,3,1,2,112.28,0
0,40.0,5,7350,124,39.0,3,2,1,1450.96,3
0,17.0,1,9427,178,45.0,5,1,1,277.575,2
0,39.0,3,6238,110,30.0,3,1,1,513.92,1
0,30.0,0,0,0,0.0,4,1,1,0.0,0
0,35.0,0,730,43,19.0,2,1,2,120.285,0
0,35.0,0,1420,41,20.0,3,1,1,202.44,0
0,38.0,0,470,9,13.0,2,1,2,21.555,0
0,25.0,0,710,4,1.0,4,1,2,17.85,0
0,32.0,1,5863,94,20.0,2,1,1,349.065,1
0,32.0,0,6718,69,36.0,2,1,1,755.415,1
1,36.0,0,2123,49,18.0,3,1,2,126.88,0
0,34.0,1,6320,78,21.0,3,1,1,955.92,1
0,27.0,1,3530,67,25.0,3,1,1,203.88,0
0,21.0,0,315,17,1.0,2,1,2,14.94,0
0,40.0,3,5103,82,52.0,1,1,1,444.675,1
1,33.0,0,0,0,0.0,2,1,2,0.0,0
0,41.0,2,14127,191,34.0,2,1,1,1450.845,2
0,41.0,0,0,0,0.0,2,1,2,36.0,0
0,35.0,0,14127,175,25.0,2,1,1,1285.425,2
0,44.0,3,4160,90,34.0,3,1,1,366.0,1
0,36.0,1,1913,28,6.0,4,1,1,66.025,0
0,15.5,0,8853,169,36.0,4,1,1,383.05,2
0,38.0,0,6108,96,15.0,3,1,1,312.16,0
0,39.0,1,4313,72,39.0,1,1,1,422.675,1
0,40.0,3,12480,171,49.0,4,1,1,381.275,2
0,35.0,0,7203,121,41.0,2,1,1,1815.735625,2
0,39.0,0,825,20,12.0,3,1,2,213.8,0
0,36.0,0,3293,50,18.0,1,1,1,183.865,0
0,37.0,1,4495,69,14.0,3,1,1,210.56,1
0,35.0,0,4018,58,30.0,1,1,1,224.18,0
0,31.0,0,3893,54,32.0,1,1,1,217.085,0
0,42.0,1,13853,171,48.0,3,1,1,600.96,2
0,27.0,0,945,28,7.0,3,1,2,86.92,0
0,39.0,2,6995,93,31.0,3,1,1,1091.52,1
1,38.0,0,2685,41,15.0,3,1,2,149.04,0
0,36.0,0,6385,80,22.0,3,1,1,874.6,1
0,38.0,1,2163,32,11.0,4,1,1,94.875,0
0,24.0,0,520,17,2.0,2,1,2,24.165,0
0,33.0,0,2393,52,32.0,1,1,1,134.475,0
0,15.5,1,3985,35,12.0,3,1,1,948.8,1
0,40.0,3,7733,92,39.0,2,1,1,905.625,1
0,38.0,1,3163,71,24.0,3,1,1,1597.36,1
0,36.0,0,2780,53,23.0,2,1,1,914.985,1
0,34.0,0,305,6,2.0,4,1,2,25.275,0
0,32.0,0,3515,72,22.0,2,1,1,237.915,0
0,38.0,0,13583,168,41.0,3,1,1,550.04,2
0,37.0,1,4180,87,26.0,3,1,1,302.68,1
0,17.0,4,3562,56,19.0,3,2,1,300.72,1
1,39.0,0,2945,45,20.0,3,1,2,187.6,0
1,15.5,0,1372,14,8.0,2,1,1,71.37,0
0,31.0,0,13468,157,41.0,3,1,1,545.0,2
0,23.0,0,0,0,0.0,2,1,1,0.0,0
0,43.0,2,5000,97,32.0,3,1,1,283.88,1
0,31.0,0,3233,68,21.0,2,1,1,148.545,0
0,34.0,2,14127,198,28.0,3,1,1,787.32,2
0,15.5,4,5295,56,27.0,3,2,1,1186.04,1
0,39.0,0,1643,24,6.0,4,1,2,101.675,0
0,31.0,0,628,1,3.0,4,1,2,18.225,0
0,37.0,1,2378,36,6.0,4,1,1,80.35,0
0,40.0,1,2888,65,38.0,2,1,1,213.885,1
0,40.0,3,3265,55,35.0,4,1,1,865.5,1
0,37.0,2,8925,120,40.0,3,1,1,901.8,2
0,36.0,0,2180,43,8.0,2,1,1,793.035,0
0,44.0,0,970,24,14.0,3,1,2,151.76,0
0,15.5,1,4095,36,25.0,3,1,1,969.24,1
0,41.0,5,14127,198,34.0,3,2,1,931.88,3
0,42.0,0,498,13,9.0,2,1,2,103.995,0
0,33.0,6,10015,81,36.0,4,1,1,252.4,3
1,27.0,0,2425,25,8.0,2,1,2,110.25,0
1,38.0,0,2573,50,33.0,4,1,2,168.075,0
0,40.0,1,2298,57,19.0,3,1,1,146.2,0
0,42.0,0,13,5,3.0,3,1,2,32.72,0
1,30.0,0,2008,34,25.0,3,1,2,157.68,0
0,37.0,1,6908,76,40.0,2,1,1,840.78,1
0,34.0,0,513,2,5.0,4,1,2,40.375,0
0,34.0,0,2028,49,29.0,1,1,1,114.235,0
0,26.0,2,2168,49,68.5,4,1,1,182.925,1
0,45.0,3,7065,102,34.0,4,1,1,699.175,1
0,32.0,0,3390,74,22.0,2,1,1,223.38,0
0,38.0,2,2960,49,33.0,3,1,1,1344.36,1
0,43.0,2,2838,68,30.0,3,1,1,1620.24,1
0,39.0,3,9230,126,42.0,3,1,1,942.24,2
0,15.5,1,9178,174,40.0,5,1,1,252.78,2
0,34.0,0,2813,66,11.0,2,1,1,129.555,0
0,15.5,0,8933,171,40.0,4,1,1,410.1,2
0,37.0,0,258,2,2.0,2,1,2,20.7,0
0,36.0,0,2190,11,5.0,3,1,1,1815.735625,1
0,40.0,1,14127,176,49.0,3,1,1,641.76,2
0,39.0,0,1620,48,24.0,3,1,2,250.72,0
0,24.0,0,0,0,0.0,2,1,2,0.0,0
0,36.0,0,2088,52,31.0,1,1,1,117.7,0
0,35.0,0,1478,25,8.0,4,1,1,100.075,0
0,25.0,0,1973,44,66.0,4,1,1,127.925,0
0,37.0,1,6255,83,26.0,3,1,1,989.52,1
0,39.0,2,11525,157,49.0,4,2,1,332.05,2
0,37.0,0,2160,51,25.0,3,1,2,304.44,0
0,35.0,0,3008,71,28.0,2,1,1,138.555,0
0,35.0,0,6413,69,35.0,2,1,1,746.19,1
0,26.0,0,1378,38,65.0,4,1,1,87.9,0
0,32.0,0,2345,15,9.0,3,1,1,94.4,0
0,33.0,0,5918,89,11.0,2,1,1,270.315,0
0,38.0,0,2360,39,18.0,3,1,1,1235.96,1
0,38.0,0,1443,21,8.0,3,1,1,70.56,0
0,19.0,2,6507,146,41.0,2,2,1,672.885,2
0,37.0,1,1725,47,22.0,3,1,1,242.88,0
0,42.0,1,7508,133,44.0,3,1,1,1815.735625,2
0,38.0,0,1065,14,9.0,2,1,2,80.055,0
0,19.0,0,1263,27,65.0,4,1,1,69.75,0
0,29.0,4,14127,198,68.5,2,1,1,810.54,3
1,35.0,0,2990,41,16.0,3,1,2,157.24,0
0,37.0,2,6528,109,24.0,2,1,1,451.665,1
0,32.0,0,305,6,2.0,4,1,2,25.275,0
0,37.0,2,3900,80,25.0,3,1,1,271.2,1
0,39.0,4,6965,122,34.0,3,2,1,1399.48,3
0,37.0,1,7753,130,43.0,3,1,1,1815.735625,2
0,37.0,0,305,6,2.0,2,1,2,45.495,0
0,38.0,0,5318,85,15.0,2,1,1,243.135,0
0,27.0,0,1000,28,15.0,2,1,1,145.26,0
1,36.0,0,1970,64,19.0,3,2,2,205.36,0
0,39.0,0,2113,56,20.0,3,1,2,134.76,0
0,22.0,2,2060,35,18.0,3,1,1,243.8,1
0,19.0,1,6168,137,44.0,1,2,1,830.775,2
0,46.0,5,14127,198,40.0,3,1,1,941.84,3
0,26.0,0,0,0,0.0,2,1,2,0.0,0
0,15.5,1,1837,28,17.0,3,1,1,74.6,0
0,34.0,0,1475,44,22.0,3,1,2,312.76,0
1,31.0,0,650,41,15.0,2,1,2,71.595,0
0,38.0,0,14127,177,32.0,2,1,1,1280.565,2
0,31.0,3,14127,198,68.5,2,2,1,734.085,2
0,22.0,0,3530,61,24.0,3,1,1,171.64,0
0,32.0,0,6075,86,22.0,4,1,1,154.025,0
0,22.0,2,9237,183,43.0,5,1,1,273.3,2
0,15.5,0,1310,18,8.0,2,1,1,109.26,0
0,41.0,3,4935,95,31.0,4,1,1,228.25,1
0,18.0,3,2628,41,21.0,3,1,1,242.76,1
0,32.0,1,3135,26,27.0,3,1,1,182.44,0
0,21.0,3,6758,150,46.0,2,2,1,747.36,2
0,36.0,0,0,0,0.0,3,1,1,0.0,0
0,33.0,0,760,28,3.0,3,1,2,71.52,0
0,36.0,0,323,3,5.0,3,1,2,49.04,0
0,31.0,0,2068,52,18.0,2,1,1,1634.4,1
0,36.0,0,1858,26,9.0,3,1,1,111.36,0
0,35.0,2,6900,102,21.0,5,1,1,123.03,1
0,21.0,2,2115,38,20.0,3,1,1,354.12,1
0,41.0,0,133,8,3.0,3,1,2,37.64,0
0,35.0,0,1475,43,17.0,3,1,2,176.72,0
0,37.0,1,6745,89,26.0,3,1,1,1025.36,1
0,17.0,1,6393,141,42.0,2,2,1,676.53,2
0,40.0,1,5773,102,28.0,2,1,1,417.375,1
0,37.0,0,1970,50,22.0,3,1,2,260.8,0
0,15.5,0,1695,20,13.0,2,1,1,167.175,0
0,35.0,0,2148,54,22.0,2,1,1,1683.09,1
0,30.0,0,2520,43,17.0,2,1,1,835.335,0
0,31.0,1,3485,71,29.0,3,1,1,234.24,1
0,36.0,1,3145,28,16.0,3,1,1,154.92,0
0,35.0,0,1548,44,7.0,2,1,1,1561.14,1
0,35.0,0,2393,42,28.0,4,1,2,135.875,0
0,37.0,0,2278,52,29.0,1,1,1,128.15,0
0,37.0,2,4640,81,22.0,3,1,1,216.84,1
0,44.0,3,4900,91,31.0,3,1,1,275.64,1
0,39.0,0,2550,39,16.0,3,1,1,1143.56,1
1,40.0,0,2543,60,19.0,3,1,2,164.12,0
0,39.0,1,2475,45,22.0,4,1,1,855.5,1
0,38.0,1,14127,198,17.0,3,1,1,722.2,2
0,34.0,0,2158,52,13.0,3,1,2,88.4,0
1,15.5,1,1713,23,5.0,3,1,1,97.44,0
0,15.5,0,8437,164,35.0,4,1,1,357.525,2
0,42.0,2,2725,48,22.0,4,1,1,811.825,1
0,32.0,0,2835,17,2.0,3,1,1,1815.735625,1
0,41.0,0,13468,169,43.0,3,1,1,549.48,2
0,28.0,0,1273,35,55.0,4,1,1,72.7,0
0,38.0,1,1373,21,2.0,4,1,1,52.35,0
0,31.0,1,1270,40,15.0,2,2,1,963.45,1
0,39.0,1,13888,175,48.0,3,1,1,690.52,2
0,46.0,2,6483,111,20.0,3,1,1,379.76,1
0,29.0,0,1000,43,13.0,2,1,2,82.935,0
0,15.5,0,4130,30,4.0,3,1,1,966.4,0
0,36.0,1,338,4,2.0,5,1,1,11.13,0
0,34.0,0,14127,174,25.0,2,1,1,1322.055,2
0,38.0,1,4515,83,25.0,3,1,1,191.92,1
0,37.0,2,8108,137,58.0,3,1,1,1815.735625,2
0,39.0,4,7450,130,40.0,3,2,1,1459.2,3
0,15.5,3,4775,48,16.0,3,1,1,1120.92,1
0,28.0,6,9870,77,34.0,4,2,1,248.675,3
0,40.0,0,485,10,10.0,2,1,2,94.275,0
0,42.0,1,2453,66,25.0,3,1,1,1568.76,1
0,33.0,0,0,0,0.0,3,1,2,0.0,0
0,28.0,1,885,13,5.0,4,1,1,87.45,0
0,41.0,0,623,11,6.0,3,1,2,81.36,0
0,26.0,0,1105,30,5.0,2,1,2,100.575,0
0,21.0,0,0,0,0.0,4,1,2,7.5,0
0,34.0,0,4913,82,7.0,2,1,1,224.775,0
0,32.0,0,875,8,10.0,2,1,2,39.735,0
1,34.0,0,0,0,0.0,4,1,2,0.0,0
0,43.0,1,14127,192,36.0,2,1,1,1459.665,2
0,15.5,2,9533,181,55.0,5,1,1,286.71,2
0,39.0,1,5998,106,29.0,2,1,1,441.18,1
0,35.0,0,3500,66,23.0,3,1,1,142.64,0
0,33.0,1,9035,119,39.0,3,1,1,902.16,2
0,25.0,0,820,29,6.0,2,2,1,834.705,0
0,40.0,0,3480,78,15.0,3,1,1,214.32,0
0,34.0,0,0,0,0.0,3,1,2,0.0,0
0,39.0,0,1180,20,13.0,2,1,2,85.5,0
0,33.0,0,795,12,7.0,2,1,2,36.315,0
0,42.0,0,4153,70,39.0,1,1,1,281.765,0
0,35.0,1,9055,118,41.0,3,1,1,922.92,2
0,31.0,0,2088,46,30.0,1,1,1,117.37,0
1,39.0,1,60,3,2.0,2,1,1,25.335,0
0,40.0,0,2135,35,20.0,3,1,1,1238.8,1
0,34.0,0,2285,46,18.0,2,1,1,820.395,0
0,26.0,2,1440,34,8.0,3,2,1,814.96,1
0,37.0,0,3593,84,31.0,2,1,1,192.465,0
1,32.0,0,2570,29,10.0,2,1,2,116.955,0
0,35.0,0,0,0,0.0,5,1,1,0.0,0
0,30.0,0,0,0,0.0,3,1,2,0.0,0
0,41.0,1,6455,90,30.0,3,1,1,1037.8,1
0,36.0,0,2263,60,26.0,3,1,1,1628.92,1
0,37.0,0,3488,55,35.0,1,1,1,194.865,0
0,37.0,8,10030,88,44.0,5,1,1,151.77,3
0,41.0,0,955,16,15.0,2,1,2,88.695,0
0,41.0,3,4110,44,10.0,4,1,1,1348.85,1
0,29.0,0,6420,88,18.0,4,1,1,167.7,0
0,36.0,0,1780,50,24.0,4,1,2,220.75,0
0,31.0,0,2660,14,9.0,3,1,1,106.96,0
0,15.5,0,8627,165,38.0,4,1,1,384.8,2
0,45.0,3,12030,170,55.0,4,1,1,387.5,2
0,32.0,2,6910,95,19.0,5,1,1,120.075,1
0,40.0,0,2168,54,35.0,1,1,1,149.71,0
0,42.0,1,4450,73,21.0,3,1,1,240.92,1
0,37.0,0,3660,60,17.0,2,1,1,167.4,0
0,36.0,0,12868,153,27.0,3,1,1,520.84,2
0,46.0,3,3660,43,16.0,4,1,1,1355.075,1
0,35.0,0,570,8,9.0,2,1,2,26.01,0
0,36.0,4,14127,198,45.0,3,2,1,898.56,3
0,38.0,3,5115,93,40.0,3,1,1,300.32,1
0,30.0,3,2330,53,13.0,3,2,1,927.32,1
0,24.0,0,305,6,2.0,4,1,2,52.775,0
0,34.0,1,6365,106,18.0,2,2,1,1416.195,1
0,37.0,0,3908,82,26.0,2,1,1,211.05,0
0,31.0,0,5818,92,23.0,2,1,1,346.95,0
0,25.0,0,0,0,0.0,4,1,2,0.0,0
0,35.0,1,2915,19,3.0,3,1,1,1815.735625,1
0,35.0,0,6603,70,38.0,2,1,1,795.285,1
0,44.0,2,6303,103,18.0,3,1,1,352.24,1
0,39.0,1,11240,150,49.0,3,1,1,511.6,2
0,40.0,2,9295,129,48.0,3,1,1,996.96,2
0,35.0,1,2678,64,22.0,3,1,1,1533.68,1
0,36.0,0,1005,18,21.0,2,1,2,167.535,0
0,26.0,0,1015,11,6.0,4,1,2,100.65,0
0,42.0,3,14127,198,36.0,3,1,1,860.96,2
0,23.0,0,3110,56,24.0,3,1,1,166.64,0
0,40.0,1,5623,91,17.0,3,1,1,256.56,1
0,40.0,4,10130,138,45.0,3,1,1,1046.72,3
0,36.0,0,1488,42,16.0,1,1,1,84.15,0
0,24.0,1,1350,30,10.0,2,1,1,129.6,0
0,38.0,0,7698,127,41.0,2,1,1,1815.735625,2
0,32.0,0,2453,54,23.0,2,1,1,1692.315,1
0,35.0,0,2665,47,19.0,2,1,1,765.54,0
0,42.0,2,11465,160,48.0,4,1,1,338.125,2
0,34.0,1,1893,29,4.0,4,1,1,65.55,0
0,34.0,0,1390,26,11.0,4,1,2,142.9,0
0,39.0,0,1363,25,5.0,4,1,1,37.2,0
0,21.0,0,440,15,1.0,2,1,2,20.475,0
0,17.0,3,2447,40,21.0,3,1,1,151.48,1
0,27.0,0,3000,57,25.0,3,1,1,166.28,0
0,32.0,0,0,0,0.0,4,1,1,0.0,0
0,41.0,2,4790,83,23.0,3,1,1,370.92,1
0,24.0,5,3418,61,27.0,4,2,1,219.475,3
0,30.0,0,6195,74,23.0,3,1,1,934.76,1
0,39.0,0,2235,41,21.0,3,1,1,1247.04,1
0,35.0,0,2745,38,16.0,3,1,1,139.32,0
0,31.0,0,0,0,0.0,2,1,2,0.0,0
0,38.0,0,438,8,4.0,3,1,2,45.84,0
0,23.0,0,3165,58,21.0,3,1,1,140.92,0
0,39.0,0,7283,123,45.0,2,1,1,1815.735625,2
0,16.0,1,2253,35,4.0,3,1,1,131.52,0
0,15.5,1,4200,40,12.0,3,1,1,1129.6,1
0,41.0,0,1925,54,26.0,3,1,2,291.16,0
1,15.5,3,1908,31,13.0,3,1,1,233.56,1
0,43.0,0,2230,60,28.0,4,1,2,207.25,0
0,35.0,0,3778,54,29.0,1,1,1,210.76,0
0,37.0,0,8,4,5.0,3,1,2,16.48,0
0,43.0,2,4515,89,26.0,3,1,1,224.16,1
0,34.0,1,1963,29,19.0,3,1,1,135.68,0
0,26.0,0,0,0,0.0,4,1,2,0.0,0
0,38.0,1,3340,30,8.0,3,1,1,1815.735625,1
0,28.0,0,5253,82,16.0,2,1,1,258.075,0
0,42.0,3,6203,106,30.0,3,1,1,424.36,1
0,38.0,0,2170,38,15.0,3,1,1,1192.32,1
0,15.5,1,1792,19,8.0,3,1,1,72.44,0
0,44.0,0,305,12,3.0,3,1,2,72.68,0
0,15.5,0,9122,172,43.0,4,1,1,437.35,2
0,37.0,0,3105,46,15.0,3,1,2,154.04,0
0,35.0,0,2338,55,25.0,2,1,1,1732.185,1
0,31.0,3,1680,45,15.0,3,2,1,889.0,1
0,38.0,2,12175,165,47.0,4,1,1,356.0,2
0,43.0,1,2878,72,40.0,2,1,1,222.75,1
0,35.0,0,1553,19,2.0,3,1,1,62.88,0
0,37.0,0,248,8,6.0,3,1,2,138.24,0
0,36.0,0,2615,18,16.0,3,1,1,117.32,0
0,32.0,3,7190,120,31.0,3,2,1,1364.4,1
0,15.5,0,6333,138,40.0,1,2,1,795.905,2
1,37.0,4,14127,198,68.5,2,1,1,813.735,3
0,32.0,0,2780,19,12.0,3,1,1,111.96,0
0,15.5,0,4275,34,6.0,3,1,1,904.36,0
0,22.0,0,2805,49,17.0,3,1,1,114.16,0
0,32.0,0,1303,16,2.0,3,1,1,52.76,0
0,23.0,5,3157,57,22.0,4,1,1,195.35,3
0,38.0,3,4375,92,43.0,3,1,1,390.68,1
0,34.0,0,13408,160,40.0,3,1,1,542.72,2
0,36.0,0,3118,72,13.0,2,1,1,143.55,0
0,34.0,0,1550,38,16.0,3,1,2,87.52,0
0,18.0,2,9947,188,42.0,5,1,1,284.025,2
1,40.0,4,7225,126,39.0,3,2,1,1438.04,3
0,36.0,0,2055,33,16.0,3,1,1,1195.52,1
0,30.0,0,5433,90,18.0,2,1,1,289.035,0
0,24.0,0,1508,36,66.0,4,1,1,101.1,0
0,37.0,0,0,0,0.0,2,1,2,0.0,0
0,25.0,0,1378,39,68.5,4,1,1,172.925,0
0,15.5,0,6313,139,38.0,1,2,1,767.36,2
0,28.0,1,910,31,13.0,2,2,1,829.845,1
0,33.0,0,0,0,0.0,2,1,2,0.0,0
0,17.0,0,1580,20,10.0,2,1,1,72.0,0
0,36.0,8,10625,94,45.0,5,1,1,175.785,3
0,34.0,3,7155,117,36.0,2,2,1,1587.24,1
0,42.0,3,3460,36,12.0,4,1,1,1324.9,1
0,25.0,0,0,0,0.0,2,1,2,0.0,0
0,31.0,0,655,29,11.0,2,1,2,111.78,0
0,32.0,0,3353,73,24.0,2,1,1,154.17,0
0,20.0,1,6573,149,47.0,2,2,1,734.49,2
0,20.0,5,3218,54,23.0,3,2,1,302.88,3
0,28.0,2,6705,106,27.0,2,2,1,1458.495,1
1,37.0,3,14127,198,30.0,3,1,1,851.0,2
0,15.5,0,8568,162,36.0,4,1,1,370.75,2
0,18.0,0,1450,23,14.0,2,1,1,183.285,0
0,40.0,2,2873,72,30.0,3,1,1,1709.8,1
0,40.0,0,88,6,6.0,3,1,2,35.76,0
0,29.0,0,815,30,6.0,3,1,2,65.8,0
0,29.0,0,5935,70,18.0,3,1,1,896.2,1
0,45.0,3,3400,39,11.0,4,1,1,1330.975,1
0,34.0,0,2665,48,24.0,2,1,1,918.585,1
0,36.0,2,9520,126,41.0,3,1,1,965.84,2
0,26.0,0,1070,13,3.0,4,1,2,84.575,0
0,31.0,0,2193,50,18.0,2,1,1,1648.935,1
0,35.0,0,815,11,9.0,2,1,2,37.17,0
1,43.0,0,3555,57,24.0,3,1,2,268.48,0
0,19.0,0,2965,51,17.0,3,1,1,120.64,0
0,40.0,1,13888,174,43.0,3,1,1,562.48,2
0,41.0,1,3275,35,13.0,3,1,1,1815.735625,1
0,39.0,2,4138,94,34.0,3,1,1,333.28,1
0,15.5,0,1948,29,2.0,3,1,1,91.08,0
0,38.0,1,3585,81,25.0,3,1,1,238.64,1
0,41.0,2,3145,34,17.0,4,1,1,116.975,1
0,35.0,0,513,1,3.0,4,1,2,12.85,0
1,41.0,0,2658,66,23.0,4,1,2,185.6,0
0,15.5,0,6087,129,39.0,1,2,1,726.88,2
0,31.0,0,5880,81,5.0,4,1,1,149.025,0
0,46.0,2,2958,74,41.0,2,1,1,244.44,1
0,32.0,0,1975,24,14.0,2,1,2,89.955,0
0,17.0,2,2728,47,22.0,3,1,1,251.0,1
0,35.0,2,6840,118,36.0,2,2,1,1550.61,1
0,33.0,0,14127,180,26.0,2,1,1,1331.325,2
0,41.0,1,4203,96,35.0,3,1,1,251.96,1
0,29.0,0,875,45,13.0,2,1,2,68.4,0
0,38.0,0,4198,66,35.0,1,1,1,240.02,0
0,39.0,3,8413,143,60.0,3,1,1,1815.735625,2
0,35.0,0,3183,49,33.0,1,1,1,177.76,0
0,15.5,3,4810,52,16.0,3,1,1,1210.48,1
0,39.0,0,4388,66,33.0,1,1,1,283.47,0
0,38.0,0,128,5,6.0,3,1,2,133.32,0
0,29.0,0,0,0,0.0,4,1,1,0.0,0
0,35.0,0,2070,42,23.0,2,1,1,770.04,0
0,38.0,2,7270,111,29.0,5,1,1,158.715,1
0,35.0,0,10560,138,30.0,3,1,1,427.92,2
0,38.0,2,6123,104,26.0,2,1,1,428.715,1
0,36.0,2,14127,198,30.0,3,1,1,790.16,2
0,44.0,2,14127,194,33.0,3,1,1,1299.36,2
0,16.0,0,1200,19,9.0,2,1,1,108.855,0
0,35.0,0,14127,177,31.0,2,1,1,1383.615,2
0,33.0,0,0,0,0.0,4,1,1,0.0,0
0,36.0,0,4455,80,23.0,3,1,1,181.4,0
0,34.0,0,2283,50,13.0,3,1,2,121.32,0
0,44.0,2,3345,69,31.0,2,1,1,1040.13,1
0,37.0,0,2208,57,24.0,2,1,1,1708.425,1
0,15.5,1,2488,36,15.0,3,1,1,176.96,0
0,39.0,1,14127,185,32.0,2,1,1,1405.35,2
0,36.0,0,3875,64,12.0,2,1,1,177.255,0
0,38.0,1,4213,89,33.0,3,1,1,244.08,1
0,41.0,0,3253,71,19.0,4,1,2,140.6,0
0,15.5,1,4795,45,8.0,3,1,1,1057.6,1
0,42.0,1,3978,92,34.0,3,1,1,230.8,1
0,38.0,0,1973,40,18.0,3,1,2,160.52,0
0,35.0,3,6560,111,35.0,2,2,1,1438.695,1
0,34.0,0,2595,19,14.0,3,1,1,104.56,0
1,35.0,0,1070,52,16.0,3,1,2,100.88,0
1,15.5,3,2088,29,22.0,3,1,1,168.68,1
0,41.0,1,3265,67,30.0,2,1,1,1018.44,1
0,36.0,0,1898,51,28.0,1,1,1,107.195,0
0,38.0,0,0,0,0.0,2,1,2,0.0,0
0,29.0,0,1180,36,17.0,2,1,1,176.22,0
